,Time,energy_acc_xyz,orientation_acc_xyz,energy_orientation,energy_acc_xxyyzz,energy_ang_xyz,energy_ang_xyz_regularized,feedingClass,drinkingClass,activity,nonfeedingClass,unixtime,ges
31,2016-08-23 19:05:00.040000-05:00,0.02383629866059857,5.889763789937164,5.913600088597763,16.341104430562574,1.410059469054715,1.0880088495792551e-05,0,0,0,0,1471997100040,0
32,2016-08-23 19:05:00.105000-05:00,0.080078935309423,5.94020139090973,6.0202803262191535,19.8413192507657,0.5225547442950348,4.032058212153047e-06,0,0,0,0,1471997100105,0
33,2016-08-23 19:05:00.167000-05:00,0.022862444350406068,7.053506546207769,7.076368990558175,30.591355928414803,0.12741415249900942,9.831338927392701e-07,0,0,0,0,1471997100167,0
34,2016-08-23 19:05:00.232000-05:00,0.016657829135191052,7.122219241557122,7.138877070692312,26.29078420811666,0.07627597420032513,5.885491836444839e-07,0,0,0,0,1471997100232,0
35,2016-08-23 19:05:00.309000-05:00,0.004343428406762539,7.035290025842634,7.039633454249397,23.287647408890106,0.17535978513475675,1.353084761842259e-06,0,0,0,0,1471997100309,0
36,2016-08-23 19:05:00.357000-05:00,0.006694215054257564,6.815011378151513,6.821705593205771,23.067386358613394,0.431383590363117,3.3285770861351618e-06,0,0,0,0,1471997100357,0
37,2016-08-23 19:05:00.432000-05:00,0.0008386199838130782,6.610052806742821,6.610891426726633,22.464942054751802,0.34514925040956296,2.663188660567615e-06,0,0,0,0,1471997100432,0
38,2016-08-23 19:05:00.512000-05:00,0.0005479684096331593,6.5408217486492894,6.541369717058923,22.00617494665117,0.2013056634420723,1.5532844401394471e-06,0,0,0,0,1471997100512,0
39,2016-08-23 19:05:00.558000-05:00,0.0023954809069419067,6.407853406573628,6.41024888748057,20.791226544432625,0.4590910471460677,3.5423691909418816e-06,0,0,0,0,1471997100558,0
40,2016-08-23 19:05:00.623000-05:00,0.0019813728003710896,6.5111278861217485,6.513109258922119,20.623956245153074,0.7553084096239261,5.827996987838936e-06,0,0,0,0,1471997100623,0
41,2016-08-23 19:05:00.684000-05:00,0.0006922811431490735,6.635885395986509,6.636577677129657,20.91730674639449,0.6708581715176488,5.176374780228771e-06,0,0,0,0,1471997100684,0
42,2016-08-23 19:05:00.746000-05:00,0.002052635941507903,6.3517729601323625,6.35382559607387,18.941791517091215,1.2056904408003353,9.303166981484064e-06,0,0,0,0,1471997100746,0
43,2016-08-23 19:05:00.833000-05:00,0.040148009382821016,5.491394781592951,5.531542790975771,12.712877696759046,4.063828321372968,3.135670001059389e-05,0,0,0,0,1471997100833,0
44,2016-08-23 19:05:00.882000-05:00,0.02201058266782029,5.071476929163662,5.093487511831484,9.359623192612961,7.953420667741133,6.136898663380504e-05,0,0,0,0,1471997100882,0
45,2016-08-23 19:05:00.958000-05:00,0.02075621074408266,5.691701428444433,5.712457639188517,11.9631033317872,10.915591630220947,8.42252440603468e-05,0,0,0,0,1471997100958,0
46,2016-08-23 19:05:01.034000-05:00,0.02600935340287977,7.06447292868079,7.090482282083671,20.23948400115341,16.414359338405433,0.00012665400724078265,0,0,0,0,1471997101034,0
47,2016-08-23 19:05:01.082000-05:00,0.08910600670046481,8.222943736733654,8.312049743434116,32.54146333801177,27.91283082985629,0.00021537678109457016,0,0,0,0,1471997101082,0
48,2016-08-23 19:05:01.140000-05:00,0.20397436513038886,8.492650603504977,8.696624968635364,34.84154291516584,36.873336325857075,0.00028451648399581083,0,0,0,0,1471997101140,0
49,2016-08-23 19:05:01.233000-05:00,0.09438035015111346,9.838327989732537,9.93270833988365,35.30787989846637,33.40489630380348,0.0002577538295046564,0,0,0,0,1471997101233,0
50,2016-08-23 19:05:01.282000-05:00,0.0625893848720245,12.574410922152671,12.637000307024698,60.573092620914366,25.510763953223854,0.00019684231445388776,0,0,0,0,1471997101282,0
51,2016-08-23 19:05:01.333000-05:00,0.02474737032466044,15.543314231659224,15.568061601983885,99.22265332768721,21.14805235535597,0.00016317941632219114,0,0,0,0,1471997101333,0
52,2016-08-23 19:05:01.409000-05:00,0.00930643438784037,16.761873636258308,16.77118007064615,113.30707097531031,24.070532246618942,0.00018572941548317085,0,0,0,0,1471997101409,0
53,2016-08-23 19:05:01.482000-05:00,0.04027922094627169,15.622737521940826,15.663016742887097,91.43991608650695,33.5778485459358,0.00025908833754580086,0,0,0,0,1471997101482,0
54,2016-08-23 19:05:01.533000-05:00,0.1966219438719116,19.531739174303514,19.72836111817542,143.5110878323587,29.36030136574956,0.00022654553522954903,0,0,0,0,1471997101533,0
55,2016-08-23 19:05:01.607000-05:00,0.05981950833259976,24.82562285118743,24.88544235952003,233.9020001838933,13.484161315384018,0.0001040444545940125,0,0,0,0,1471997101607,0
56,2016-08-23 19:05:01.683000-05:00,0.07199708731658266,21.704868022179518,21.776865109496107,171.43325014422084,6.640492714348338,5.1238369709477916e-05,0,0,0,0,1471997101683,0
57,2016-08-23 19:05:01.716000-05:00,0.03568501246842418,18.333188751727587,18.368873764196003,113.82546703951051,8.27262503046996,6.383198325979908e-05,0,0,0,0,1471997101716,0
58,2016-08-23 19:05:01.806000-05:00,0.0225764035947612,18.180898012295838,18.2034744158906,112.35053512756929,7.035563201688072,5.4286753099445003e-05,0,0,0,0,1471997101806,0
59,2016-08-23 19:05:01.882000-05:00,0.008615420988308614,19.08268871064323,19.09130413163154,129.97204284613719,3.7646055614150464,2.9047882418325965e-05,0,0,0,0,1471997101882,0
60,2016-08-23 19:05:01.931000-05:00,0.010283445686238582,18.480426024067015,18.490709469753252,128.62381486271192,1.7119149638406166,1.3209220400004755e-05,0,0,0,0,1471997101931,0
61,2016-08-23 19:05:01.983000-05:00,0.00401488884643991,17.064700017222787,17.068714906069225,111.8700677760937,0.7738153256043505,5.9707972654656684e-06,0,0,0,0,1471997101983,0
